,Unnamed: 0,Tweet,StopwordRemoval,Casefolding,Normalize,RemoveEmoticon,Stemming,HasilPreprocess,HasilProcess_lr,HasilProcess_svm,HasilProcess_dt,HasilProcess_nb,HasilProcess_stacking
31,31,Sylvie sukses blunder bikin paslon 1 drop elektabilitasnya dengan fitnah dan spin salah pilih kader #DebatFinalPilkadaJKT,Sylvie sukses blunder bikin paslon 1 drop elektabilitasnya fitnah spin salah pilih kader #DebatFinalPilkadaJKT,sylvie sukses blunder bikin paslon  drop elektabilitasnya dengan fitnah dan spin salah pilih kader #debatfinalpilkadajkt,Sylvie sukses blunder bikin pasangan calon 1 drop elektabilitasnya dengan fitnah dan spin salah pilih kader #DebatFinalPilkadaJKT,Sylvie sukses blunder bikin paslon 1 drop elektabilitasnya dengan fitnah dan spin salah pilih kader #DebatFinalPilkadaJKT,sylvie sukses blunder bikin paslon 1 drop elektabilitasnya dengan fitnah dan spin salah pilih kader debatfinalpilkadajkt,sylvie sukses blunder bikin pasang calon drop elektabilitasnya fitnah spin salah pilih kader debatfinalpilkadajkt,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
32,32,Ahok: mari berlomba program #DebatFinalPilkadaJKT,Ahok: mari berlomba program #DebatFinalPilkadaJKT,ahok mari berlomba program #debatfinalpilkadajkt,Ahok: mari berlomba program #DebatFinalPilkadaJKT,Ahok: mari berlomba program #DebatFinalPilkadaJKT,ahok mari lomba program debatfinalpilkadajkt,ahok mari lomba program debatfinalpilkadajkt,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
33,33,#DebatFinalPilkadaJKT aduh... Kecewa pertanyaan paslon 1....,#DebatFinalPilkadaJKT aduh... Kecewa paslon 1....,#debatfinalpilkadajkt aduh... kecewa pe anyaan paslon ....,#DebatFinalPilkadaJKT aduh... Kecewa pertanyaan pasangan calon 1....,#DebatFinalPilkadaJKT aduh... Kecewa pertanyaan paslon 1....,debatfinalpilkadajkt aduh kecewa tanya paslon 1,debatfinalpilkadajkt aduh kecewa pe anyaan pasang calon,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
34,34,RT @agusdansylvi: #DebatFinalPilkadaJKT Saya pilih nomor 1. Sektor informal akan dimajukan mas Agus dan Mpok Sylvi.,RT @agusdansylvi: #DebatFinalPilkadaJKT Saya pilih nomor 1. Sektor informal dimajukan mas Agus Mpok Sylvi., agusdansylvi #debatfinalpilkadajkt saya pilih nomor . sektor informal akan dimajukan mas agus dan mpok sylvi.,RT @agusdansylvi: #DebatFinalPilkadaJKT Saya pilih nomor 1. Sektor informal akan dimajukan mas Agus dan Mpok Sylvi.,RT @agusdansylvi: #DebatFinalPilkadaJKT Saya pilih nomor 1. Sektor informal akan dimajukan mas Agus dan Mpok Sylvi.,rt agusdansylvi debatfinalpilkadajkt saya pilih nomor 1 sektor informal akan maju mas agus dan mpok sylvi,agusdansylvi debatfinalpilkadajkt pilih nomor sektor informal maju mas agus empok sylvi,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
35,35,RT @JTmor: Ahok pilihan terbaik untuk Jakarta,RT @JTmor: Ahok pilihan terbaik Jakarta, jtmor ahok pilihan terbaik untuk jaka a,RT @JTmor: Ahok pilihan terbaik untuk Jakarta,RT @JTmor: Ahok pilihan terbaik untuk Jakarta,rt jtmor ahok pilih baik untuk jakarta,jtmor ahok pilih baik jaka a,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
36,36,RT @augustfrankto: #DebatFinalPilkadaJKT Bu Silvy curhat karena pernah dimarahi sama Pak Ahok...hehe..,RT @augustfrankto: #DebatFinalPilkadaJKT Bu Silvy curhat dimarahi Pak Ahok...hehe.., augustfrankto #debatfinalpilkadajkt bu silvy curhat karena pernah dimarahi sama pak ahok...hehe..,RT @augustfrankto: #DebatFinalPilkadaJKT Bu Silvy curhat karena pernah dimarahi sama Pak Ahok...hehe..,RT @augustfrankto: #DebatFinalPilkadaJKT Bu Silvy curhat karena pernah dimarahi sama Pak Ahok...hehe..,rt augustfrankto debatfinalpilkadajkt bu silvy curhat karena pernah marah sama pak ahok hehe,augustfrankto debatfinalpilkadajkt bu silvy curhat marah ahok hehe,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian
37,37,Mantap pak AHOK #DebatFinalPilkadaJKT,Mantap AHOK #DebatFinalPilkadaJKT,mantap pak ahok #debatfinalpilkadajkt,Mantap pak AHOK #DebatFinalPilkadaJKT,Mantap pak AHOK #DebatFinalPilkadaJKT,mantap pak ahok debatfinalpilkadajkt,mantap ahok debatfinalpilkadajkt,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
38,38,Ahok gagah kaya gatot kaca! #DebatFinalPilkadaJKT,Ahok gagah kaya gatot kaca! #DebatFinalPilkadaJKT,ahok gagah kaya gatot kaca! #debatfinalpilkadajkt,Ahok gagah kayak gatot kaca! #DebatFinalPilkadaJKT,Ahok gagah kaya gatot kaca! #DebatFinalPilkadaJKT,ahok gagah kaya gatot kaca debatfinalpilkadajkt,ahok gagah kayak gatot kaca debatfinalpilkadajkt,adalah ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
39,39,Telaaaakkk nomer satuuuu. Nghahahaha #DebatFinalPilkadaJKT,Telaaaakkk nomer satuuuu. Nghahahaha #DebatFinalPilkadaJKT,telaaaakkk nomer satuuuu. nghahahaha #debatfinalpilkadajkt,Telaaaakkk nomer satuuuu. Nghahahaha #DebatFinalPilkadaJKT,Telaaaakkk nomer satuuuu. Nghahahaha #DebatFinalPilkadaJKT,telaaaakkk nomer satuuuu nghahahaha debatfinalpilkadajkt,telaaaakkk nomer satuuuu nghahahaha debatfinalpilkadajkt,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
40,40,Lomba adu program #DebatFinalPilkadaJKT #SkakSilvi,Lomba adu program #DebatFinalPilkadaJKT #SkakSilvi,lomba adu program #debatfinalpilkadajkt #skaksilvi,Lomba adu program #DebatFinalPilkadaJKT #SkakSilvi,Lomba adu program #DebatFinalPilkadaJKT #SkakSilvi,lomba adu program debatfinalpilkadajkt skaksilvi,lomba adu program debatfinalpilkadajkt skaksilvi,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
41,41,#DebatFinalPilkadaJKT Denger banyak program dan janji dan sering tau pas jadi ga dijalankan rasanya males aja sih.,#DebatFinalPilkadaJKT Denger program janji tau pas ga dijalankan males aja sih.,#debatfinalpilkadajkt denger banyak program dan janji dan sering tau pas jadi ga dijalankan rasanya males aja sih.,#DebatFinalPilkadaJKT Denger banyak program dan janji dan sering tau pas jadi tidak dijalankan rasanya malas saja sih.,#DebatFinalPilkadaJKT Denger banyak program dan janji dan sering tau pas jadi ga dijalankan rasanya males aja sih.,debatfinalpilkadajkt denger banyak program dan janji dan sering tau pas jadi ga jalan rasa males aja sih,debatfinalpilkadajkt dengar program janji tau pas tidak jalan malas saja sih,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
42,42,DEBAT CAGUB DKI ke 3 - 10 Februari 2017 - Segmen 3 Mantap Ahok SKAK Sylviana Murni\n\n#DebatFinalPilkadaJKT,DEBAT CAGUB DKI 3 - 10 Februari 2017 - Segmen 3 Mantap Ahok SKAK Sylviana Murni\n\n#DebatFinalPilkadaJKT,debat cagub dki ke  -  februari  - segmen  mantap ahok skak sylviana murni\n\n#debatfinalpilkadajkt,DEBAT CAGUB DKI ke 3 - 10 Februari 2017 - Segmen 3 Mantap Ahok SKAK Sylviana Murni\n\n#DebatFinalPilkadaJKT,DEBAT CAGUB DKI ke 3 - 10 Februari 2017 - Segmen 3 Mantap Ahok SKAK Sylviana Murni n#DebatFinalPilkadaJKT,debat cagub dki ke 3 - 10 februari 2017 - segmen 3 mantap ahok skak sylviana murni n n debatfinalpilkadajkt,debat calon gubernur daerah khusus ibukota - februari - segmen mantap ahok sekak sylviana murni n debatfinalpilkadajkt,bukan ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
43,43,Pertanyaan Ibu Silvy rada maksa.. #DebatFinalPilkadaJKT,Pertanyaan Ibu Silvy rada maksa.. #DebatFinalPilkadaJKT,pe anyaan ibu silvy rada maksa.. #debatfinalpilkadajkt,Pertanyaan Ibu Silvy agak maksa.. #DebatFinalPilkadaJKT,Pertanyaan Ibu Silvy rada maksa.. #DebatFinalPilkadaJKT,tanya ibu silvy rada maksa debatfinalpilkadajkt,pe anyaan silvy agak maksa debatfinalpilkadajkt,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
44,44,"Tanggal 15, pas pilkada nanti sy gak akan milih siapa-siapa ah!","Tanggal 15, pas pilkada sy gak milih siapa-siapa ah!","tanggal , pas pilkada nanti sy gak akan milih siapa-siapa ah!","Tanggal 15, pas pilihan kepala daerah nanti saya tidak akan memilih siapa-siapa ah!","Tanggal 15, pas pilkada nanti sy gak akan milih siapa-siapa ah!",tanggal 15 pas pilkada nanti sy gak akan milih siapa ah,tanggal pas pilih kepala daerah saya tidak pilih siapa ah,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
45,45,"Saya pribadi bakal prefer kok muslim dengan kapabilitas, tetapi lihat kondisinya Ahok menjadi pilihan plg realistis buat kemajuan DKI","Saya pribadi prefer muslim kapabilitas, lihat kondisinya Ahok pilihan plg realistis kemajuan DKI","saya pribadi bakal prefer kok muslim dengan kapabilitas, tetapi lihat kondisinya ahok menjadi pilihan plg realistis buat kemajuan dki","Saya pribadi bakal prefer kok muslim dengan kapabilitas, tetapi lihat kondisinya Ahok menjadi pilihan pulang realistis buat kemajuan DKI","Saya pribadi bakal prefer kok muslim dengan kapabilitas, tetapi lihat kondisinya Ahok menjadi pilihan plg realistis buat kemajuan DKI",saya pribadi bakal prefer kok muslim dengan kapabilitas tetapi lihat kondisi ahok jadi pilih plg realistis buat maju dki,pribadi prefer muslim kapabilitas lihat kondisi ahok pilih pulang realistis maju daerah khusus ibukota,bukan ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
46,46,"Yang mendukung Mas Anies bukan berarti anti Pak Ahok, begitu Pula sebaliknya","Yang mendukung Mas Anies anti Pak Ahok, Pula","yang mendukung mas anies bukan bera i anti pak ahok, begitu pula sebaliknya","Yang mendukung Mas Anies bukan berarti anti Pak Ahok, begitu Pula sebaliknya","Yang mendukung Mas Anies bukan berarti anti Pak Ahok, begitu Pula sebaliknya",yang dukung mas anies bukan arti anti pak ahok begitu pula balik,dukung mas anies bera i anti ahok,adalah ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
47,47,Spanduk Tolak Salatkan Pembela Penista Agama juga Muncul di Kalibata https:\/\/t.co\/Sr1PbYtigN,Spanduk Tolak Salatkan Pembela Penista Agama Muncul Kalibata https:\/\/t.co\/Sr1PbYtigN,spanduk tolak salatkan pembela penista agama juga muncul di kalibata https \/\/t.co\/srpbytign,Spanduk Tolak Salatkan Pembela Penista Agama juga Muncul di Kalibata https:\/\/t.co\/Sr1PbYtigN,Spanduk Tolak Salatkan Pembela Penista Agama juga Muncul di Kalibata https: / /t.co /Sr1PbYtigN,spanduk tolak salat bela nista agama juga muncul di kalibata https t co sr1pbytign,spanduk tolak salat bela nista agama muncul kalibata hypertext transfer protocol over secure socket layer t co srpbytign,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian
48,48,#DebatFinalPilkadaJKT Telak banget anjir ngakak!,#DebatFinalPilkadaJKT Telak banget anjir ngakak!,#debatfinalpilkadajkt telak banget anjir ngakak!,#DebatFinalPilkadaJKT Telak banget anjir ngakak!,#DebatFinalPilkadaJKT Telak banget anjir ngakak!,debatfinalpilkadajkt telak banget anjir ngakak,debatfinalpilkadajkt telak banget anjir ngakak,bukan ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
49,49,Ayo berlomba program jangan fitnah2 #DebatFinalPilkadaJKT,Ayo berlomba program fitnah2 #DebatFinalPilkadaJKT,ayo berlomba program jangan fitnah #debatfinalpilkadajkt,Ayo berlomba program jangan fitnah2 #DebatFinalPilkadaJKT,Ayo berlomba program jangan fitnah2 #DebatFinalPilkadaJKT,ayo lomba program jangan fitnah2 debatfinalpilkadajkt,ayo lomba program fitnah debatfinalpilkadajkt,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
50,50,RT @deelestari: Akhirnya nggak ngantuk lagi! Yeay! #DebatFinalPilkadaJKT,RT @deelestari: Akhirnya nggak ngantuk lagi! Yeay! #DebatFinalPilkadaJKT, deelestari akhirnya nggak ngantuk lagi! yeay! #debatfinalpilkadajkt,RT @deelestari: Akhirnya enggak mengantuk lagi! Yeay! #DebatFinalPilkadaJKT,RT @deelestari: Akhirnya nggak ngantuk lagi! Yeay! #DebatFinalPilkadaJKT,rt deelestari akhir nggak ngantuk lagi yeay debatfinalpilkadajkt,deelestari enggak antuk lagi yeay debatfinalpilkadajkt,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
51,51,Duh dibilang ga punya program paslon 1... kesian kesian kesian ... #debatfinalpilkadajkt,Duh dibilang ga program paslon 1... kesian kesian kesian ... #debatfinalpilkadajkt,duh dibilang ga punya program paslon ... kesian kesian kesian ... #debatfinalpilkadajkt,Duh dibilang tidak punya program pasangan calon 1... kasihan kasihan kasihan ... #debatfinalpilkadajkt,Duh dibilang ga punya program paslon 1... kesian kesian kesian ... #debatfinalpilkadajkt,duh bilang ga punya program paslon 1 kesi kesi kesi debatfinalpilkadajkt,aduh bilang tidak program pasang calon kasihan kasihan kasihan debatfinalpilkadajkt,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
52,52,"Tuntut Keadilan Bagi Penista Agama, Puluhan Jawara Betawi Ikuti Aksi 212 Jilid II https:\/\/t.co\/HWVuoZyYov","Tuntut Keadilan Bagi Penista Agama, Puluhan Jawara Betawi Ikuti Aksi 212 Jilid II https:\/\/t.co\/HWVuoZyYov","tuntut keadilan bagi penista agama, puluhan jawara betawi ikuti aksi  jilid ii https \/\/t.co\/hwvuozyyov","Tuntut Keadilan Bagi Penista Agama, Puluhan Jawara Betawi Ikuti Aksi 212 Jilid II https:\/\/t.co\/HWVuoZyYov","Tuntut Keadilan Bagi Penista Agama, Puluhan Jawara Betawi Ikuti Aksi 212 Jilid II https: / /t.co /HWVuoZyYov",tuntut adil bagi nista agama puluh jawara betawi ikut aksi 212 jilid ii https t co hwvuozyyov,tuntut adil nista agama puluh jawara betawi ikut aksi jilid ih hypertext transfer protocol over secure socket layer t co hwvuozyyov,adalah ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
53,53,Keras nih ahok #DebatFinalPilkadaJKT,Keras nih ahok #DebatFinalPilkadaJKT,keras nih ahok #debatfinalpilkadajkt,Keras nih ahok #DebatFinalPilkadaJKT,Keras nih ahok #DebatFinalPilkadaJKT,keras nih ahok debatfinalpilkadajkt,keras nih ahok debatfinalpilkadajkt,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian
54,54,Paslon 3 Anies Sandiaga Uno 15 Feb 2017 Utk Jakarta Indonesia Raya OK OCE,Paslon 3 Anies Sandiaga Uno 15 Feb 2017 Utk Jakarta Indonesia Raya OK OCE,paslon  anies sandiaga uno  feb  utk jaka a indonesia raya ok oce,Paslon 3 Anies Sandiaga Uno 15 Feb 2017 Utk Jakarta Indonesia Raya OK OCE,Paslon 3 Anies Sandiaga Uno 15 Feb 2017 Utk Jakarta Indonesia Raya OK OCE,paslon 3 anies sandiaga uno 15 feb 2017 utk jakarta indonesia raya ok oce,pasang calon anies sandiaga uno februari untuk jaka a indonesia raya oke oke,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
55,55,Sesuai namanya: RONDE FINAL\n\n#DebatFinalPilkadaJKT,Sesuai namanya: RONDE FINAL\n\n#DebatFinalPilkadaJKT,sesuai namanya ronde final\n\n#debatfinalpilkadajkt,Sesuai namanya: RONDE FINAL\n\n#DebatFinalPilkadaJKT,Sesuai namanya: RONDE FINAL n#DebatFinalPilkadaJKT,sesuai nama ronde final n n debatfinalpilkadajkt,sesuai nama ronde final n debatfinalpilkadajkt,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
56,56,"Mendagri Tambah Pusing, Ketika MA Emoh Keluarkan Fatwa Status Gubernur Penista Agama https:\/\/t.co\/J34aMQiMNi","Mendagri Tambah Pusing, Ketika MA Emoh Keluarkan Fatwa Status Gubernur Penista Agama https:\/\/t.co\/J34aMQiMNi","mendagri tambah pusing, ketika ma emoh keluarkan fatwa status gubernur penista agama https \/\/t.co\/jamqimni","Mendagri Tambah Pusing, Ketika MA Emoh Keluarkan Fatwa Status Gubernur Penista Agama https:\/\/t.co\/J34aMQiMNi","Mendagri Tambah Pusing, Ketika MA Emoh Keluarkan Fatwa Status Gubernur Penista Agama https: / /t.co /J34aMQiMNi",mendagri tambah pusing ketika ma emoh keluar fatwa status gubernur nista agama https t co j34amqimni,menteri dalam negeri pusing sama emoh keluar fatwa status gubernur nista agama hypertext transfer protocol over secure socket layer t co jamqimni,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
57,57,Tolong adu program,Tolong adu program,tolong adu program,Tolong adu program,Tolong adu program,tolong adu program,tolong adu program,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
58,58,Genderang perang makin kencang #DebatFinalPilkadaJKT,Genderang perang kencang #DebatFinalPilkadaJKT,genderang perang makin kencang #debatfinalpilkadajkt,Genderang perang makin kencang #DebatFinalPilkadaJKT,Genderang perang makin kencang #DebatFinalPilkadaJKT,genderang perang makin kencang debatfinalpilkadajkt,genderang perang kencang debatfinalpilkadajkt,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
59,59,Mpok sylvi udah mulai emosi \ud83d\ude02\n #DebatFinalPilkadaJKT,Mpok sylvi udah emosi \ud83d\ude02\n #DebatFinalPilkadaJKT,mpok sylvi udah mulai emosi \udd\ude\n #debatfinalpilkadajkt,Mpok sylvi sudah mulai emosi \ud83d\ude02\n #DebatFinalPilkadaJKT,Mpok sylvi udah mulai emosi ud83d ude02 #DebatFinalPilkadaJKT,mpok sylvi udah mulai emosi ud83d ude02 n debatfinalpilkadajkt,empok sylvi sudah emosi sudah ude debatfinalpilkadajkt,adalah ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
60,60,Some people gabisa bedain kasar sama tegas. #DebatFinalPilkadaJKT,Some people gabisa bedain kasar tegas. #DebatFinalPilkadaJKT,some people gabisa bedain kasar sama tegas. #debatfinalpilkadajkt,Some people tidak bisa bedakan kasar sama tegas. #DebatFinalPilkadaJKT,Some people gabisa bedain kasar sama tegas. #DebatFinalPilkadaJKT,some people gabisa bedain kasar sama tegas debatfinalpilkadajkt,some people tidak bisa beda kasar tegas debatfinalpilkadajkt,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
61,61,Beliau para pemimpin hebat Indonesia! Kita bangga https:\/\/t.co\/NAWbps9Xpt https:\/\/t.co\/5cC2U9AIEv,Beliau pemimpin hebat Indonesia! Kita bangga https:\/\/t.co\/NAWbps9Xpt https:\/\/t.co\/5cC2U9AIEv,beliau para pemimpin hebat indonesia! kita bangga https \/\/t.co\/nawbpsxpt https \/\/t.co\/ccuaiev,Beliau para pemimpin hebat Indonesia! Kita bangga https:\/\/t.co\/NAWbps9Xpt https:\/\/t.co\/5cC2U9AIEv,Beliau para pemimpin hebat Indonesia! Kita bangga https: / /t.co /NAWbps9Xpt https: / /t.co /5cC2U9AIEv,beliau para pimpin hebat indonesia kita bangga https t co nawbps9xpt https t co 5cc2u9aiev,beliau pimpin hebat indonesia bangga hypertext transfer protocol over secure socket layer t co nawbps hypertext transfer protocol over secure socket layer t co ccuaiev,bukan ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
62,62,@InformasiDKI mungkin bu silvy jg pengen foto sama pak ahok hihihi #DebatFinalPilkadaJKT,@InformasiDKI bu silvy jg pengen foto ahok hihihi #DebatFinalPilkadaJKT, informasidki mungkin bu silvy jg pengen foto sama pak ahok hihihi #debatfinalpilkadajkt,@InformasiDKI mungkin bu silvy juga ingin foto sama pak ahok hihi #DebatFinalPilkadaJKT,@InformasiDKI mungkin bu silvy jg pengen foto sama pak ahok hihihi #DebatFinalPilkadaJKT,informasidki mungkin bu silvy jg ken foto sama pak ahok hihihi debatfinalpilkadajkt,informasidki bu silvy juga ingin foto ahok hihi debatfinalpilkadajkt,adalah ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
